ID,num_of_leaves,model,non_binary_prob,planted,remove_extinct,rescale_to_height,dupl_rate,loss_rate,hgt_rate,prohibit_extinction,replace_prob
P4_0106,10,innovation,0.407478848827092,True,False,1,1,1,0.5,per_family,1
P4_0107,39,innovation,0.033349132514669,True,False,1,1,1,0.5,per_family,1
P4_0108,41,innovation,0.079326965287426,True,False,1,1,1,0.5,per_family,1
P4_0109,13,innovation,0.110304482917567,True,False,1,1,1,0.5,per_family,1
P4_0110,12,innovation,0.481303785611121,True,False,1,1,1,0.5,per_family,1
P4_0111,24,innovation,0.411404107248196,True,False,1,1,1,0.5,per_family,1
P4_0112,28,innovation,0.212348917784236,True,False,1,1,1,0.5,per_family,1
P4_0113,31,innovation,0.298172040012725,True,False,1,1,1,0.5,per_family,1
P4_0114,22,innovation,0.279789490415219,True,False,1,1,1,0.5,per_family,1
P4_0115,34,innovation,0.482654977866924,True,False,1,1,1,0.5,per_family,1
P4_0116,29,innovation,0.124446857173298,True,False,1,1,1,0.5,per_family,1
P4_0117,12,innovation,0.497616204279759,True,False,1,1,1,0.5,per_family,1
P4_0118,30,innovation,0.112824497738154,True,False,1,1,1,0.5,per_family,1
P4_0119,46,innovation,0.239618331894602,True,False,1,1,1,0.5,per_family,1
P4_0120,22,innovation,0.332319671353385,True,False,1,1,1,0.5,per_family,1
P4_0121,28,innovation,0.164337949144454,True,False,1,1,1,0.5,per_family,1
P4_0122,41,innovation,0.080226394709251,True,False,1,1,1,0.5,per_family,1
P4_0123,32,innovation,0.291904346264743,True,False,1,1,1,0.5,per_family,1
P4_0124,36,innovation,0.127665143676948,True,False,1,1,1,0.5,per_family,1
P4_0125,44,innovation,0.459931044198781,True,False,1,1,1,0.5,per_family,1
P4_0126,43,innovation,0.317276865602165,True,False,1,1,1,0.5,per_family,1
P4_0127,41,innovation,0.292057385485551,True,False,1,1,1,0.5,per_family,1
P4_0128,22,innovation,0.380071437312677,True,False,1,1,1,0.5,per_family,1
P4_0129,13,innovation,0.226926994053535,True,False,1,1,1,0.5,per_family,1
P4_0130,13,innovation,0.346262877482847,True,False,1,1,1,0.5,per_family,1
P4_0131,35,innovation,0.051572522126124,True,False,1,1,1,0.5,per_family,1
P4_0132,49,innovation,0.078902779728851,True,False,1,1,1,0.5,per_family,1
P4_0133,33,innovation,0.385645966185621,True,False,1,1,1,0.5,per_family,1
P4_0134,12,innovation,0.111581097289537,True,False,1,1,1,0.5,per_family,1
P4_0135,40,innovation,0.124235631468307,True,False,1,1,1,0.5,per_family,1
P4_0136,31,innovation,0.038137681459759,True,False,1,1,1,0.5,per_family,1
P4_0137,24,innovation,0.129155533720252,True,False,1,1,1,0.5,per_family,1
P4_0138,30,innovation,0.388965870237304,True,False,1,1,1,0.5,per_family,1
P4_0139,18,innovation,0.46333450110004,True,False,1,1,1,0.5,per_family,1
P4_0140,40,innovation,0.105246544943092,True,False,1,1,1,0.5,per_family,1
P4_0141,21,innovation,0.207947728199726,True,False,1,1,1,0.5,per_family,1
P4_0142,31,innovation,0.22972393621979,True,False,1,1,1,0.5,per_family,1
P4_0143,30,innovation,0.118325090866843,True,False,1,1,1,0.5,per_family,1
P4_0144,11,innovation,0.33770162549601,True,False,1,1,1,0.5,per_family,1
P4_0145,19,innovation,0.014140315908267,True,False,1,1,1,0.5,per_family,1
P4_0146,49,innovation,0.372952538382494,True,False,1,1,1,0.5,per_family,1
P4_0147,37,innovation,0.474499797839816,True,False,1,1,1,0.5,per_family,1
P4_0148,14,innovation,0.42670001451099,True,False,1,1,1,0.5,per_family,1
P4_0149,49,innovation,0.244485718985725,True,False,1,1,1,0.5,per_family,1
P4_0150,47,innovation,0.495654848076522,True,False,1,1,1,0.5,per_family,1
P4_0151,21,innovation,0.128118684393716,True,False,1,1,1,0.5,per_family,1
P4_0152,45,innovation,0.454510985828491,True,False,1,1,1,0.5,per_family,1
P4_0153,34,innovation,0.093670020763165,True,False,1,1,1,0.5,per_family,1
P4_0154,40,innovation,0.462534262376436,True,False,1,1,1,0.5,per_family,1
P4_0155,13,innovation,0.00274173311279,True,False,1,1,1,0.5,per_family,1
P4_0156,26,innovation,0.442551510957407,True,False,1,1,1,0.5,per_family,1
P4_0157,12,innovation,0.431628487669738,True,False,1,1,1,0.5,per_family,1
P4_0158,22,innovation,0.130675841625821,True,False,1,1,1,0.5,per_family,1
P4_0159,18,innovation,0.082798501356466,True,False,1,1,1,0.5,per_family,1
P4_0160,11,innovation,0.234373041183901,True,False,1,1,1,0.5,per_family,1
P4_0161,38,innovation,0.404638279825093,True,False,1,1,1,0.5,per_family,1
P4_0162,15,innovation,0.227997112947915,True,False,1,1,1,0.5,per_family,1
P4_0163,46,innovation,0.49555230461994,True,False,1,1,1,0.5,per_family,1
P4_0164,25,innovation,0.333306076510406,True,False,1,1,1,0.5,per_family,1
P4_0165,32,innovation,0.440229374240473,True,False,1,1,1,0.5,per_family,1
P4_0166,17,innovation,0.471357361177873,True,False,1,1,1,0.5,per_family,1
P4_0167,37,innovation,0.428180909421963,True,False,1,1,1,0.5,per_family,1
P4_0168,44,innovation,0.168197706550571,True,False,1,1,1,0.5,per_family,1
P4_0169,49,innovation,0.240062791334669,True,False,1,1,1,0.5,per_family,1
P4_0170,49,innovation,0.332546515902243,True,False,1,1,1,0.5,per_family,1
P4_0171,30,innovation,0.309928007282615,True,False,1,1,1,0.5,per_family,1
P4_0172,11,innovation,0.042358330976391,True,False,1,1,1,0.5,per_family,1
P4_0173,35,innovation,0.021113307735244,True,False,1,1,1,0.5,per_family,1
P4_0174,21,innovation,0.408300403658861,True,False,1,1,1,0.5,per_family,1
P4_0175,48,innovation,0.452518099956434,True,False,1,1,1,0.5,per_family,1
P4_0176,37,innovation,0.042164420987907,True,False,1,1,1,0.5,per_family,1
P4_0177,19,innovation,0.041574839715452,True,False,1,1,1,0.5,per_family,1
P4_0178,34,innovation,0.182543132155702,True,False,1,1,1,0.5,per_family,1
P4_0179,48,innovation,0.034704583820403,True,False,1,1,1,0.5,per_family,1
P4_0180,27,innovation,0.481627577470364,True,False,1,1,1,0.5,per_family,1
P4_0181,38,innovation,0.201360974517477,True,False,1,1,1,0.5,per_family,1
P4_0182,45,innovation,0.335795261962468,True,False,1,1,1,0.5,per_family,1
P4_0183,21,innovation,0.405539339543106,True,False,1,1,1,0.5,per_family,1
P4_0184,46,innovation,0.415302584752995,True,False,1,1,1,0.5,per_family,1
P4_0185,24,innovation,0.319472808569083,True,False,1,1,1,0.5,per_family,1
P4_0186,23,innovation,0.237271105731044,True,False,1,1,1,0.5,per_family,1
P4_0187,35,innovation,0.0463893788246,True,False,1,1,1,0.5,per_family,1
P4_0188,34,innovation,0.331155080900445,True,False,1,1,1,0.5,per_family,1
P4_0189,11,innovation,0.271574275241243,True,False,1,1,1,0.5,per_family,1
P4_0190,30,innovation,0.469200919226178,True,False,1,1,1,0.5,per_family,1
P4_0191,15,innovation,0.249540192902323,True,False,1,1,1,0.5,per_family,1
P4_0192,40,innovation,0.43542214637758,True,False,1,1,1,0.5,per_family,1
P4_0193,29,innovation,0.009611581968334,True,False,1,1,1,0.5,per_family,1
P4_0194,20,innovation,0.459885355297664,True,False,1,1,1,0.5,per_family,1
P4_0195,21,innovation,0.437490564506757,True,False,1,1,1,0.5,per_family,1
P4_0196,47,innovation,0.193916058068849,True,False,1,1,1,0.5,per_family,1
P4_0197,14,innovation,0.247680662665436,True,False,1,1,1,0.5,per_family,1
P4_0198,39,innovation,0.240640164078704,True,False,1,1,1,0.5,per_family,1
P4_0199,10,innovation,0.124538399847838,True,False,1,1,1,0.5,per_family,1
P4_0200,27,innovation,0.192582622216824,True,False,1,1,1,0.5,per_family,1
P4_0201,25,innovation,0.473057942368508,True,False,1,1,1,0.5,per_family,1
P4_0202,34,innovation,0.078667830737421,True,False,1,1,1,0.5,per_family,1
P4_0203,47,innovation,0.016481664821667,True,False,1,1,1,0.5,per_family,1
P4_0204,14,innovation,0.037871361493214,True,False,1,1,1,0.5,per_family,1
P4_0205,20,innovation,0.307184954064918,True,False,1,1,1,0.5,per_family,1
P4_0206,40,innovation,0.129503035282988,True,False,1,1,1,0.5,per_family,1
P4_0207,10,innovation,0.061812218822067,True,False,1,1,1,0.5,per_family,1
P4_0208,17,innovation,0.155677418815692,True,False,1,1,1,0.5,per_family,1
P4_0209,48,innovation,0.309629600029385,True,False,1,1,1,0.5,per_family,1
P4_0210,18,innovation,0.05968957428086,True,False,1,1,1,0.5,per_family,1
P4_0211,12,innovation,0.27454405324815,True,False,1,1,1,0.5,per_family,1
P4_0212,19,innovation,0.020401163748928,True,False,1,1,1,0.5,per_family,1
P4_0213,17,innovation,0.173559591759659,True,False,1,1,1,0.5,per_family,1
P4_0214,18,innovation,0.214492267134258,True,False,1,1,1,0.5,per_family,1
P4_0215,36,innovation,0.058629023549473,True,False,1,1,1,0.5,per_family,1
P4_0216,24,innovation,0.232801131159632,True,False,1,1,1,0.5,per_family,1
P4_0217,45,innovation,0.108211731565315,True,False,1,1,1,0.5,per_family,1
P4_0218,38,innovation,0.266567468053365,True,False,1,1,1,0.5,per_family,1
P4_0219,42,innovation,0.367391668028533,True,False,1,1,1,0.5,per_family,1
P4_0220,11,innovation,0.012981809826593,True,False,1,1,1,0.5,per_family,1
P4_0221,22,innovation,0.374488054750746,True,False,1,1,1,0.5,per_family,1
P4_0222,13,innovation,0.466900136223417,True,False,1,1,1,0.5,per_family,1
P4_0223,17,innovation,0.121774862755866,True,False,1,1,1,0.5,per_family,1
P4_0224,39,innovation,0.295218432588932,True,False,1,1,1,0.5,per_family,1
P4_0225,26,innovation,0.238856666977132,True,False,1,1,1,0.5,per_family,1
P4_0226,15,innovation,0.471600932773062,True,False,1,1,1,0.5,per_family,1
P4_0227,11,innovation,0.41555825108877,True,False,1,1,1,0.5,per_family,1
P4_0228,18,innovation,0.156352363730126,True,False,1,1,1,0.5,per_family,1
P4_0229,21,innovation,0.472843501832186,True,False,1,1,1,0.5,per_family,1
P4_0230,11,innovation,0.38455245353252,True,False,1,1,1,0.5,per_family,1
P4_0231,19,innovation,0.318162189026417,True,False,1,1,1,0.5,per_family,1
P4_0232,48,innovation,0.19940182473719,True,False,1,1,1,0.5,per_family,1
P4_0233,22,innovation,0.153782147458736,True,False,1,1,1,0.5,per_family,1
P4_0234,16,innovation,0.033124205775308,True,False,1,1,1,0.5,per_family,1
P4_0235,25,innovation,0.326433761683682,True,False,1,1,1,0.5,per_family,1
P4_0236,20,innovation,0.29757218974601,True,False,1,1,1,0.5,per_family,1
P4_0237,11,innovation,0.023276358408174,True,False,1,1,1,0.5,per_family,1
P4_0238,37,innovation,0.197977121041174,True,False,1,1,1,0.5,per_family,1
P4_0239,31,innovation,0.377238281905317,True,False,1,1,1,0.5,per_family,1
P4_0240,40,innovation,0.061394735661545,True,False,1,1,1,0.5,per_family,1
P4_0241,47,innovation,0.313606168783447,True,False,1,1,1,0.5,per_family,1
P4_0242,23,innovation,0.00268588807545,True,False,1,1,1,0.5,per_family,1
P4_0243,34,innovation,0.386826497560504,True,False,1,1,1,0.5,per_family,1
P4_0244,43,innovation,0.254424429459089,True,False,1,1,1,0.5,per_family,1
P4_0245,33,innovation,0.323836112142013,True,False,1,1,1,0.5,per_family,1
P4_0246,32,innovation,0.258063753554087,True,False,1,1,1,0.5,per_family,1
P4_0247,19,innovation,0.174500482709182,True,False,1,1,1,0.5,per_family,1
P4_0248,18,innovation,0.352246055521358,True,False,1,1,1,0.5,per_family,1
P4_0249,44,innovation,0.262588487036397,True,False,1,1,1,0.5,per_family,1
P4_0250,18,innovation,0.420689252508923,True,False,1,1,1,0.5,per_family,1
P4_0251,41,innovation,0.282031803913239,True,False,1,1,1,0.5,per_family,1
P4_0252,30,innovation,0.24577175165444,True,False,1,1,1,0.5,per_family,1
P4_0253,21,innovation,0.249643915066428,True,False,1,1,1,0.5,per_family,1
P4_0254,13,innovation,0.42440264095069,True,False,1,1,1,0.5,per_family,1
P4_0255,18,innovation,0.301318992125889,True,False,1,1,1,0.5,per_family,1
P4_0256,15,innovation,0.400962655132601,True,False,1,1,1,0.5,per_family,1
P4_0257,35,innovation,0.486127867722667,True,False,1,1,1,0.5,per_family,1
P4_0258,38,innovation,0.420846546761247,True,False,1,1,1,0.5,per_family,1
P4_0259,31,innovation,0.321448236118186,True,False,1,1,1,0.5,per_family,1
P4_0260,48,innovation,0.369803343911112,True,False,1,1,1,0.5,per_family,1
P4_0261,16,innovation,0.464927006446055,True,False,1,1,1,0.5,per_family,1
P4_0262,33,innovation,0.246935882758021,True,False,1,1,1,0.5,per_family,1
P4_0263,18,innovation,0.336016759179962,True,False,1,1,1,0.5,per_family,1
P4_0264,19,innovation,0.290206295536686,True,False,1,1,1,0.5,per_family,1
P4_0265,40,innovation,0.162780619226364,True,False,1,1,1,0.5,per_family,1
P4_0266,21,innovation,0.431945478596115,True,False,1,1,1,0.5,per_family,1
P4_0267,40,innovation,0.170451909555808,True,False,1,1,1,0.5,per_family,1
P4_0268,31,innovation,0.390638209499974,True,False,1,1,1,0.5,per_family,1
P4_0269,35,innovation,0.061505938716525,True,False,1,1,1,0.5,per_family,1
P4_0270,37,innovation,0.432744537252581,True,False,1,1,1,0.5,per_family,1
P4_0271,38,innovation,0.006210897363838,True,False,1,1,1,0.5,per_family,1
P4_0272,16,innovation,0.072492348960889,True,False,1,1,1,0.5,per_family,1
P4_0273,40,innovation,0.481133302244419,True,False,1,1,1,0.5,per_family,1
P4_0274,11,innovation,0.124909063055245,True,False,1,1,1,0.5,per_family,1
P4_0275,34,innovation,0.097274823289388,True,False,1,1,1,0.5,per_family,1
P4_0276,29,innovation,0.349784969967007,True,False,1,1,1,0.5,per_family,1
P4_0277,35,innovation,0.404581162076285,True,False,1,1,1,0.5,per_family,1
P4_0278,12,innovation,0.443634404498061,True,False,1,1,1,0.5,per_family,1
P4_0279,23,innovation,0.327746187323507,True,False,1,1,1,0.5,per_family,1
P4_0280,17,innovation,0.265463201775546,True,False,1,1,1,0.5,per_family,1
P4_0281,44,innovation,0.170656010821148,True,False,1,1,1,0.5,per_family,1
P4_0282,30,innovation,0.146380089263096,True,False,1,1,1,0.5,per_family,1
P4_0283,45,innovation,0.135399099902105,True,False,1,1,1,0.5,per_family,1
P4_0284,47,innovation,0.066207623614548,True,False,1,1,1,0.5,per_family,1
P4_0285,29,innovation,0.243417066271184,True,False,1,1,1,0.5,per_family,1
P4_0286,23,innovation,0.217641719986427,True,False,1,1,1,0.5,per_family,1
P4_0287,22,innovation,0.081337340833822,True,False,1,1,1,0.5,per_family,1
P4_0288,14,innovation,0.022483609233587,True,False,1,1,1,0.5,per_family,1
P4_0289,47,innovation,0.322089827972874,True,False,1,1,1,0.5,per_family,1
P4_0290,19,innovation,0.104227808874141,True,False,1,1,1,0.5,per_family,1
P4_0291,36,innovation,0.49768138131755,True,False,1,1,1,0.5,per_family,1
P4_0292,20,innovation,0.285581362318647,True,False,1,1,1,0.5,per_family,1
P4_0293,20,innovation,0.455298884529052,True,False,1,1,1,0.5,per_family,1
P4_0294,46,innovation,0.345921125591054,True,False,1,1,1,0.5,per_family,1
P4_0295,47,innovation,0.443074143070741,True,False,1,1,1,0.5,per_family,1
P4_0296,21,innovation,0.461973125329533,True,False,1,1,1,0.5,per_family,1
P4_0297,48,innovation,0.260216526524327,True,False,1,1,1,0.5,per_family,1
P4_0298,15,innovation,0.313370504317102,True,False,1,1,1,0.5,per_family,1
P4_0299,10,innovation,0.321423299552527,True,False,1,1,1,0.5,per_family,1
P4_0300,39,innovation,0.411302129714829,True,False,1,1,1,0.5,per_family,1
P4_0301,34,innovation,0.289982944713675,True,False,1,1,1,0.5,per_family,1
P4_0302,41,innovation,0.114451581419239,True,False,1,1,1,0.5,per_family,1
P4_0303,33,innovation,0.351771423059446,True,False,1,1,1,0.5,per_family,1
P4_0304,14,innovation,0.196665481666295,True,False,1,1,1,0.5,per_family,1
P4_0305,36,innovation,0.011568537556204,True,False,1,1,1,0.5,per_family,1
P4_0306,15,innovation,0.051418437902836,True,False,1,1,1,0.5,per_family,1
P4_0307,33,innovation,0.211718158632357,True,False,1,1,1,0.5,per_family,1
P4_0308,31,innovation,0.418687509955892,True,False,1,1,1,0.5,per_family,1
P4_0309,29,innovation,0.091314975783674,True,False,1,1,1,0.5,per_family,1
P4_0310,12,innovation,0.331195598838694,True,False,1,1,1,0.5,per_family,1
P4_0311,44,innovation,0.466572235152134,True,False,1,1,1,0.5,per_family,1
P4_0312,10,innovation,0.025583772719301,True,False,1,1,1,0.5,per_family,1
P4_0313,39,innovation,0.459675941164694,True,False,1,1,1,0.5,per_family,1
P4_0314,35,innovation,0.40234337179306,True,False,1,1,1,0.5,per_family,1
P4_0315,17,innovation,0.356394523908957,True,False,1,1,1,0.5,per_family,1
P4_0316,37,innovation,0.038266338699629,True,False,1,1,1,0.5,per_family,1
P4_0317,29,innovation,0.179819275874238,True,False,1,1,1,0.5,per_family,1
P4_0318,37,innovation,0.268218277754112,True,False,1,1,1,0.5,per_family,1
P4_0319,45,innovation,0.23116993991703,True,False,1,1,1,0.5,per_family,1
P4_0320,32,innovation,0.331513391016606,True,False,1,1,1,0.5,per_family,1
P4_0321,19,innovation,0.15264702006792,True,False,1,1,1,0.5,per_family,1
P4_0322,11,innovation,0.458043144780553,True,False,1,1,1,0.5,per_family,1
P4_0323,11,innovation,0.086527488395409,True,False,1,1,1,0.5,per_family,1
P4_0324,17,innovation,0.14955400199994,True,False,1,1,1,0.5,per_family,1
P4_0325,33,innovation,0.092084045071386,True,False,1,1,1,0.5,per_family,1
P4_0326,35,innovation,0.341383742732703,True,False,1,1,1,0.5,per_family,1
P4_0327,14,innovation,0.266076605799062,True,False,1,1,1,0.5,per_family,1
P4_0328,47,innovation,0.427620129709091,True,False,1,1,1,0.5,per_family,1
P4_0329,32,innovation,0.034102426257266,True,False,1,1,1,0.5,per_family,1
P4_0330,48,innovation,0.035267237199106,True,False,1,1,1,0.5,per_family,1
P4_0331,24,innovation,0.454513083700246,True,False,1,1,1,0.5,per_family,1
P4_0332,43,innovation,0.196396792006343,True,False,1,1,1,0.5,per_family,1
P4_0333,26,innovation,0.072654917564098,True,False,1,1,1,0.5,per_family,1
P4_0334,11,innovation,0.186424209398796,True,False,1,1,1,0.5,per_family,1
P4_0335,46,innovation,0.261498420894144,True,False,1,1,1,0.5,per_family,1
P4_0336,21,innovation,0.257304453372509,True,False,1,1,1,0.5,per_family,1
P4_0337,15,innovation,0.364808478042981,True,False,1,1,1,0.5,per_family,1
P4_0338,40,innovation,0.284248229332822,True,False,1,1,1,0.5,per_family,1
P4_0339,28,innovation,0.200072531127347,True,False,1,1,1,0.5,per_family,1
P4_0340,14,innovation,0.400063165684116,True,False,1,1,1,0.5,per_family,1
P4_0341,11,innovation,0.342078307772065,True,False,1,1,1,0.5,per_family,1
P4_0342,46,innovation,0.076656267730856,True,False,1,1,1,0.5,per_family,1
P4_0343,24,innovation,0.094583154337646,True,False,1,1,1,0.5,per_family,1
P4_0344,22,innovation,0.068905771347327,True,False,1,1,1,0.5,per_family,1
P4_0345,21,innovation,0.265171436738049,True,False,1,1,1,0.5,per_family,1
P4_0346,32,innovation,0.498307888324198,True,False,1,1,1,0.5,per_family,1
P4_0347,44,innovation,0.077976835998859,True,False,1,1,1,0.5,per_family,1
P4_0348,11,innovation,0.032289635590828,True,False,1,1,1,0.5,per_family,1
P4_0349,49,innovation,0.334109123440475,True,False,1,1,1,0.5,per_family,1
P4_0350,24,innovation,0.333353093840698,True,False,1,1,1,0.5,per_family,1
P4_0351,27,innovation,0.253158179844227,True,False,1,1,1,0.5,per_family,1
P4_0352,10,innovation,0.427471983245767,True,False,1,1,1,0.5,per_family,1
P4_0353,23,innovation,0.268457700871161,True,False,1,1,1,0.5,per_family,1
P4_0354,28,innovation,0.266567852564651,True,False,1,1,1,0.5,per_family,1
P4_0355,15,innovation,0.49215164307052,True,False,1,1,1,0.5,per_family,1
P4_0356,14,innovation,0.332076968140521,True,False,1,1,1,0.5,per_family,1
P4_0357,18,innovation,0.078064596486935,True,False,1,1,1,0.5,per_family,1
P4_0358,31,innovation,0.340849741217451,True,False,1,1,1,0.5,per_family,1
P4_0359,44,innovation,0.206403205447086,True,False,1,1,1,0.5,per_family,1
P4_0360,47,innovation,0.133771363682564,True,False,1,1,1,0.5,per_family,1
P4_0361,49,innovation,0.037138074725238,True,False,1,1,1,0.5,per_family,1
P4_0362,12,innovation,0.338943676423618,True,False,1,1,1,0.5,per_family,1
P4_0363,48,innovation,0.399218950754749,True,False,1,1,1,0.5,per_family,1
P4_0364,37,innovation,0.113431965125497,True,False,1,1,1,0.5,per_family,1
P4_0365,21,innovation,0.194210412335927,True,False,1,1,1,0.5,per_family,1
P4_0366,20,innovation,0.144199793879225,True,False,1,1,1,0.5,per_family,1
P4_0367,24,innovation,0.012817746501928,True,False,1,1,1,0.5,per_family,1
P4_0368,22,innovation,0.058766991805829,True,False,1,1,1,0.5,per_family,1
P4_0369,37,innovation,0.001619936043872,True,False,1,1,1,0.5,per_family,1
P4_0370,30,innovation,0.226038701917075,True,False,1,1,1,0.5,per_family,1
P4_0371,12,innovation,0.390548440620586,True,False,1,1,1,0.5,per_family,1
P4_0372,43,innovation,0.479759790267027,True,False,1,1,1,0.5,per_family,1
P4_0373,37,innovation,0.29336505740849,True,False,1,1,1,0.5,per_family,1
P4_0374,49,innovation,0.434241429164414,True,False,1,1,1,0.5,per_family,1
P4_0375,22,innovation,0.105695098544657,True,False,1,1,1,0.5,per_family,1
P4_0376,40,innovation,0.049817767351801,True,False,1,1,1,0.5,per_family,1
P4_0377,35,innovation,0.067554300656821,True,False,1,1,1,0.5,per_family,1
P4_0378,32,innovation,0.3456846624262,True,False,1,1,1,0.5,per_family,1
P4_0379,35,innovation,0.211981745420098,True,False,1,1,1,0.5,per_family,1
P4_0380,40,innovation,0.105154959091964,True,False,1,1,1,0.5,per_family,1
P4_0381,22,innovation,0.089868588096511,True,False,1,1,1,0.5,per_family,1
P4_0382,26,innovation,0.419850274975286,True,False,1,1,1,0.5,per_family,1
P4_0383,13,innovation,0.119097560415973,True,False,1,1,1,0.5,per_family,1
P4_0384,30,innovation,0.474585326775186,True,False,1,1,1,0.5,per_family,1
P4_0385,23,innovation,0.114408704630863,True,False,1,1,1,0.5,per_family,1
P4_0386,22,innovation,0.494539555548511,True,False,1,1,1,0.5,per_family,1
P4_0387,25,innovation,0.178245011642793,True,False,1,1,1,0.5,per_family,1
P4_0388,18,innovation,0.046808748889031,True,False,1,1,1,0.5,per_family,1
P4_0389,24,innovation,0.109491459317168,True,False,1,1,1,0.5,per_family,1
P4_0390,38,innovation,0.15528867969386,True,False,1,1,1,0.5,per_family,1
P4_0391,28,innovation,0.028781941627363,True,False,1,1,1,0.5,per_family,1
P4_0392,32,innovation,0.304385885076631,True,False,1,1,1,0.5,per_family,1
P4_0393,23,innovation,0.380127438749395,True,False,1,1,1,0.5,per_family,1
P4_0394,25,innovation,0.057037681419808,True,False,1,1,1,0.5,per_family,1
P4_0395,42,innovation,0.206101661859552,True,False,1,1,1,0.5,per_family,1
P4_0396,29,innovation,0.261735707761557,True,False,1,1,1,0.5,per_family,1
P4_0397,49,innovation,0.439521470982545,True,False,1,1,1,0.5,per_family,1
P4_0398,43,innovation,0.402991467186745,True,False,1,1,1,0.5,per_family,1
P4_0399,27,innovation,0.180224654073816,True,False,1,1,1,0.5,per_family,1
P4_0400,21,innovation,0.300969420575863,True,False,1,1,1,0.5,per_family,1
P4_0401,28,innovation,0.437333321449208,True,False,1,1,1,0.5,per_family,1
P4_0402,39,innovation,0.037371187371953,True,False,1,1,1,0.5,per_family,1
P4_0403,41,innovation,0.326926083975444,True,False,1,1,1,0.5,per_family,1
P4_0404,30,innovation,0.464447458820095,True,False,1,1,1,0.5,per_family,1
P4_0405,41,innovation,0.040829792235206,True,False,1,1,1,0.5,per_family,1
P4_0406,12,innovation,0.297522039151123,True,False,1,1,1,0.5,per_family,1
P4_0407,11,innovation,0.090674206563434,True,False,1,1,1,0.5,per_family,1
P4_0408,42,innovation,0.273010894794302,True,False,1,1,1,0.5,per_family,1
P4_0409,18,innovation,0.297078305701569,True,False,1,1,1,0.5,per_family,1
P4_0410,22,innovation,0.344157090788585,True,False,1,1,1,0.5,per_family,1
P4_0411,28,innovation,0.071075549588322,True,False,1,1,1,0.5,per_family,1
P4_0412,14,innovation,0.334189639425149,True,False,1,1,1,0.5,per_family,1
P4_0413,13,innovation,0.029784514506323,True,False,1,1,1,0.5,per_family,1
P4_0414,41,innovation,0.032873846391317,True,False,1,1,1,0.5,per_family,1
P4_0415,13,innovation,0.456166495957268,True,False,1,1,1,0.5,per_family,1
P4_0416,40,innovation,0.124525324370477,True,False,1,1,1,0.5,per_family,1
P4_0417,42,innovation,0.056052088265267,True,False,1,1,1,0.5,per_family,1
P4_0418,39,innovation,0.42803950292202,True,False,1,1,1,0.5,per_family,1
P4_0419,11,innovation,0.443047823514195,True,False,1,1,1,0.5,per_family,1
P4_0420,15,innovation,0.019500386168926,True,False,1,1,1,0.5,per_family,1
P4_0421,40,innovation,0.450526263223147,True,False,1,1,1,0.5,per_family,1
P4_0422,38,innovation,0.18386149402657,True,False,1,1,1,0.5,per_family,1
P4_0423,29,innovation,0.391656604861952,True,False,1,1,1,0.5,per_family,1
P4_0424,10,innovation,0.143333165091151,True,False,1,1,1,0.5,per_family,1
P4_0425,25,innovation,0.032236154853288,True,False,1,1,1,0.5,per_family,1
P4_0426,18,innovation,0.338729458940466,True,False,1,1,1,0.5,per_family,1
P4_0427,38,innovation,0.014910236218344,True,False,1,1,1,0.5,per_family,1
P4_0428,40,innovation,0.099440830706016,True,False,1,1,1,0.5,per_family,1
P4_0429,11,innovation,0.399767597857955,True,False,1,1,1,0.5,per_family,1
P4_0430,47,innovation,0.019529805697226,True,False,1,1,1,0.5,per_family,1
P4_0431,35,innovation,0.299590815312962,True,False,1,1,1,0.5,per_family,1
P4_0432,10,innovation,0.181822955098555,True,False,1,1,1,0.5,per_family,1
P4_0433,11,innovation,0.221547634711686,True,False,1,1,1,0.5,per_family,1
P4_0434,11,innovation,0.357869579010441,True,False,1,1,1,0.5,per_family,1
P4_0435,38,innovation,0.091385671284826,True,False,1,1,1,0.5,per_family,1
P4_0436,28,innovation,0.09724816550199,True,False,1,1,1,0.5,per_family,1
P4_0437,48,innovation,0.432849611390319,True,False,1,1,1,0.5,per_family,1
P4_0438,21,innovation,0.032430524001352,True,False,1,1,1,0.5,per_family,1
P4_0439,35,innovation,0.05323564314809,True,False,1,1,1,0.5,per_family,1
P4_0440,24,innovation,0.213503217104155,True,False,1,1,1,0.5,per_family,1
P4_0441,49,innovation,0.422806253276731,True,False,1,1,1,0.5,per_family,1
P4_0442,45,innovation,0.256682524109161,True,False,1,1,1,0.5,per_family,1
P4_0443,16,innovation,0.291650476316486,True,False,1,1,1,0.5,per_family,1
P4_0444,37,innovation,0.191156614261409,True,False,1,1,1,0.5,per_family,1
P4_0445,43,innovation,0.123067169819077,True,False,1,1,1,0.5,per_family,1
P4_0446,39,innovation,0.494340881294213,True,False,1,1,1,0.5,per_family,1
P4_0447,28,innovation,0.277477919034386,True,False,1,1,1,0.5,per_family,1
P4_0448,32,innovation,0.14180718067165,True,False,1,1,1,0.5,per_family,1
P4_0449,29,innovation,0.003308209788538,True,False,1,1,1,0.5,per_family,1
P4_0450,42,innovation,0.453212836668751,True,False,1,1,1,0.5,per_family,1
P4_0451,44,innovation,0.077553899805211,True,False,1,1,1,0.5,per_family,1
P4_0452,14,innovation,0.486328314400361,True,False,1,1,1,0.5,per_family,1
P4_0453,10,innovation,0.295391613458286,True,False,1,1,1,0.5,per_family,1
